Gene A	Input Protein ID A	Primary Protein ID A	Uniprot-Ac A	Interface Number A	Gene B	Input Protein ID B	Primary Protein ID B	Uniprot-Ac B	Interface Number B	Structure Recommendation	Interaction Score
-	WASL	WASL	-	-	-	PSTPIP1	PSTPIP1	-	-	O00401_S0__Q9NZQ3_S0__AFMM1:A:B	30.2554
-	RIN1_1_frame1	RIN1_1_frame1	-	-	-	NCK1_3_frame1	NCK1_3_frame1	-	-	O15524_S0__O75159_S0__AF:A:B	0.0
-	RIN1_1_frame1	RIN1_1_frame1	-	-	-	NCK2_1_frame1	NCK2_1_frame1	-	-	O14508_S0__O15524_S0__AF:B:A	0.0
-	CSGALNACT2_3_frame1	CSGALNACT2_3_frame1	-	-	-	CSGALNACT2_3_frame1	CSGALNACT2_3_frame1	-	-	Q8N6G5_S0__Q8TDX6_S0__AFMM3:B:A	24.4212
-	CSGALNACT2_3_frame1	CSGALNACT2_3_frame1	-	-	-	CSGALNACT2_2_frame1	CSGALNACT2_2_frame1	-	-	Q8N6G5_S0__Q8TDX6_S0__AFMM3:B:A	24.6087
-	ZBTB32_2_frame1	ZBTB32_2_frame1	-	-	-	ZBTB1	ZBTB1	-	-	Q9H5J0_S0__Q9UJP4_S0__AFMM2:B:A	56.7441
-	ZBTB32_2_frame1	ZBTB32_2_frame1	-	-	-	KLHL6	KLHL6	-	-	Q6TFL4_S0__Q9UJP4_S0__AFMM1:B:A	60.057
-	STK25_2_frame2	STK25_2_frame2	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	7L26_AU:A:B	199.123
-	STK25_2_frame2	STK25_2_frame2	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	7L26_AU:B:A	193.144
-	STK25_2_frame2	STK25_2_frame2	-	-	-	CDK20_5_frame1	CDK20_5_frame1	-	-	7P3V:A:B	143.629
-	STK25_2_frame2	STK25_2_frame2	-	-	-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	3DAK:A:D	98.3897
-	STK25_2_frame2	STK25_2_frame2	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	7L26_AU:A:B	177.716
-	SHMT2_2_frame3	SHMT2_2_frame3	-	-	-	SHMT2_2_frame3	SHMT2_2_frame3	-	-	6SMR:A:B	224.882
-	SHMT2_2_frame3	SHMT2_2_frame3	-	-	-	SHMT2_1_frame1	SHMT2_1_frame1	-	-	6SMR:A:B	205.695
-	KCNA3	KCNA3	-	-	-	KCNA3	KCNA3	-	-	P16389_S0__Q09470_S0__AFMM2:A:B	112.967
-	KCNA3	KCNA3	-	-	-	KCNIP4	KCNIP4	-	-	7E8H:B:F	57.9603
-	TRIM27_ORF1	TRIM27_ORF1	-	-	-	TRIM27_ORF1	TRIM27_ORF1	-	-	Q9BYJ4_S0__Q9C035_S0__AFMM2:B:A	185.709
-	TRIM27_ORF1	TRIM27_ORF1	-	-	-	TRIM27_ORF2	TRIM27_ORF2	-	-	Q9BYJ4_S0__Q9C030_S0__AFMM2:A:B	207.919
-	TRIM27_ORF1	TRIM27_ORF1	-	-	-	TRIM17	TRIM17	-	-	P19474_S0__Q9Y577_S0__AFMM1:A:B	231.013
-	TRIM27_ORF1	TRIM27_ORF1	-	-	-	MID2	MID2	-	-	5OLM:B:A	119.344
-	LDB3_3_frame1	LDB3_3_frame1	-	-	-	LDB3_3_frame1	LDB3_3_frame1	-	-	4Q2O:A:B	102.084
-	LDB3_3_frame1	LDB3_3_frame1	-	-	-	LDB3_2_frame1	LDB3_2_frame1	-	-	4Q2O:A:B	102.151
-	LDB3_3_frame1	LDB3_3_frame1	-	-	-	GOPC	GOPC	-	-	2IWP:B:A	46.9149
-	LDB3_3_frame1	LDB3_3_frame1	-	-	-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	O00151_S0__O43707_S2__AFMM2:A:B	50.0935
-	LDB3_3_frame1	LDB3_3_frame1	-	-	-	ACTN1	ACTN1	-	-	O00151_S0__O43707_S2__AFMM2:A:B	50.0935
-	BANP_7_frame1	BANP_7_frame1	-	-	-	BANP_7_frame1	BANP_7_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_7_frame1	BANP_7_frame1	-	-	-	BANP_3_frame1	BANP_3_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_7_frame1	BANP_7_frame1	-	-	-	BANP_5_frame1	BANP_5_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_7_frame1	BANP_7_frame1	-	-	-	BANP_1_frame1	BANP_1_frame1	-	-	8HTX_AU:A:B	6.9115
-	BANP_7_frame1	BANP_7_frame1	-	-	-	BANP_4_frame1	BANP_4_frame1	-	-	8HTX_AU:A:B	6.9115
-	CASP2	CASP2	-	-	-	CASP2	CASP2	-	-	P31944_S0__P42575_S0__AF:A:B	71.1246
-	CASP2	CASP2	-	-	-	CASP2_1_frame1	CASP2_1_frame1	-	-	P31944_S0__P42575_S0__AF:A:B	71.1246
-	CASP2	CASP2	-	-	-	EHMT2	EHMT2	-	-	2P2C_AU:H:S	8.9339
-	CASP2	CASP2	-	-	-	ANKRD50_1_frame1	ANKRD50_1_frame1	-	-	2P2C_AU:H:S	8.9339
-	CASP2	CASP2	-	-	-	PPP1R12B_2_frame1	PPP1R12B_2_frame1	-	-	2P2C:B:P	23.3551
-	DTNBP1	DTNBP1	-	-	-	P4HA3	P4HA3	-	-	Q7Z4N8_S0__Q96EV8_S0__AFMM4:B:A	47.3505
-	FBXO8_1_frame1	FBXO8_1_frame1	-	-	-	TRIM23	TRIM23	-	-	4C0A_AU:B:G	32.6724
-	FBXO8_1_frame1	FBXO8_1_frame1	-	-	-	FBXO8_1_frame1	FBXO8_1_frame1	-	-	5NLY_AU:A:B	23.0593
-	FBXO8_1_frame1	FBXO8_1_frame1	-	-	-	PPP3R1	PPP3R1	-	-	7VMB:A:C	11.8983
-	GOLGA2_ORF1	GOLGA2_ORF1	-	-	-	DES	DES	-	-	O95678_S0__Q08379_S0__AFMM3:B:A	142.001
-	GOLGA2_ORF1	GOLGA2_ORF1	-	-	-	KRT6A_1_frame1	KRT6A_1_frame1	-	-	O95678_S0__Q08379_S0__AFMM3:B:A	142.001
-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	7X1N_AU:D:A	215.497
-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	-	MEF2A_3_frame1	MEF2A_3_frame1	-	-	7X1N_AU:D:A	215.497
-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	-	CDX4	CDX4	-	-	6WC2_AU:D:O	11.0467
-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	-	MEOX1	MEOX1	-	-	6WC2_AU:D:O	11.0467
-	MEF2A_4_frame1	MEF2A_4_frame1	-	-	-	DLX3	DLX3	-	-	6WC2_AU:D:O	11.0467
-	ZBTB32_1_frame1	ZBTB32_1_frame1	-	-	-	ZBTB1	ZBTB1	-	-	Q8NCN2_S0__Q9UJP4_S0__AFMM5:B:A	72.5463
-	ZBTB32_1_frame1	ZBTB32_1_frame1	-	-	-	KLHL6	KLHL6	-	-	Q6TFL4_S0__Q9UJP4_S0__AFMM1:B:A	68.0969
-	ZBTB32_1_frame1	ZBTB32_1_frame1	-	-	-	ZKSCAN4_1_frame1	ZKSCAN4_1_frame1	-	-	Q9UJP4_S0__Q9ULD5_S0__AF:A:B	2.4631
-	ZBTB32_1_frame1	ZBTB32_1_frame1	-	-	-	ZNF688_1_frame1	ZNF688_1_frame1	-	-	Q9UJP4_S0__Q9ULD5_S0__AF:A:B	2.4631
-	ZBTB32_1_frame1	ZBTB32_1_frame1	-	-	-	ZNF471	ZNF471	-	-	Q9UJP4_S0__Q9ULD5_S0__AF:A:B	2.4631
-	DES	DES	-	-	-	KRT6A_1_frame1	KRT6A_1_frame1	-	-	O76015_S0__P78385_S0__AFMM5:A:B	230.791
-	DES	DES	-	-	-	NEFL_1_frame1	NEFL_1_frame1	-	-	O76015_S0__P78385_S0__AFMM5:B:A	234.424
-	DES	DES	-	-	-	KRT40	KRT40	-	-	Q01546_S0__Q7Z3Y8_S0__AFMM5:A:B	227.282
-	DES	DES	-	-	-	GOLGA2_ORF1	GOLGA2_ORF1	-	-	O95678_S0__Q08379_S0__AFMM3:A:B	148.843
-	DES	DES	-	-	-	GOLGA2_ORF2	GOLGA2_ORF2	-	-	O95678_S0__Q08379_S0__AFMM3:A:B	159.653
-	AP3B1_3_frame1	AP3B1_3_frame1	-	-	-	TRIM23	TRIM23	-	-	9C5A:B:C	4.5645
-	IVD_2_frame1	IVD_2_frame1	-	-	-	IVD_1_frame1	IVD_1_frame1	-	-	4O5M:D:B	124.337
-	IVD_2_frame1	IVD_2_frame1	-	-	-	IVD_2_frame1	IVD_2_frame1	-	-	4O5M:D:B	126.872
-	TRIM17	TRIM17	-	-	-	TRIM27_ORF1	TRIM27_ORF1	-	-	P19474_S0__Q9Y577_S0__AFMM1:B:A	231.013
-	TRIM17	TRIM17	-	-	-	TRIM17	TRIM17	-	-	P19474_S0__Q9Y577_S0__AFMM1:B:A	237.66
-	TRIM17	TRIM17	-	-	-	TRIM27_ORF2	TRIM27_ORF2	-	-	Q9BYJ4_S0__Q9C030_S0__AFMM2:A:B	219.445
-	TRIM17	TRIM17	-	-	-	MID2	MID2	-	-	5OLM:B:A	119.339
-	PPFIBP2	PPFIBP2	-	-	-	ANKRD50_1_frame1	ANKRD50_1_frame1	-	-	Q14678_S0__Q86W92_S1__AFMM2:B:A	68.1108
-	PPFIBP2	PPFIBP2	-	-	-	PPP1R12B_2_frame1	PPP1R12B_2_frame1	-	-	Q14678_S0__Q86W92_S1__AFMM2:B:A	27.8925
-	PPFIBP2	PPFIBP2	-	-	-	LZTS2	LZTS2	-	-	Q674X7_S0__Q9Y250_S0__AFMM3:A:B	25.328
-	PPFIBP2	PPFIBP2	-	-	-	ANKRD50_2_frame1	ANKRD50_2_frame1	-	-	O75334_S2__Q9Y2X7_S0__AF:A:B	5.1957
-	PPFIBP2	PPFIBP2	-	-	-	TFIP11	TFIP11	-	-	O75145_S2__Q9UBB9_S0__AFMM3:A:B	29.2659
-	NEFL	NEFL	-	-	-	KRT19	KRT19	-	-	O76014_S0__P19013_S0__AFMM5:B:A	334.29
-	NEFL	NEFL	-	-	-	KRT18	KRT18	-	-	O76014_S0__P19013_S0__AFMM5:B:A	331.901
-	NEFL	NEFL	-	-	-	KRT15	KRT15	-	-	P78386_S0__Q92764_S0__AFMM2:A:B	244.598
-	NEFL	NEFL	-	-	-	KRT33B	KRT33B	-	-	O76014_S0__P19013_S0__AFMM5:B:A	367.66
-	NEFL	NEFL	-	-	-	KRT6A_1_frame1	KRT6A_1_frame1	-	-	O76014_S0__P78385_S0__AFMM5:A:B	301.175
-	ZNF483	ZNF483	-	-	-	ZNF471	ZNF471	-	-	O43345_S2__Q05481_S2__AF:B:A	123.646
-	ZNF483	ZNF483	-	-	-	ZNF688_4_frame1	ZNF688_4_frame1	-	-	O43345_S2__Q05481_S2__AF:B:A	79.4945
-	ZNF483	ZNF483	-	-	-	SP4	SP4	-	-	O43345_S2__Q05481_S2__AF:B:A	99.8831
-	ZNF483	ZNF483	-	-	-	ZNF341_ORF2	ZNF341_ORF2	-	-	O43345_S2__Q05481_S2__AF:A:B	91.5069
-	ZNF483	ZNF483	-	-	-	ZNF341_ORF1	ZNF341_ORF1	-	-	O43345_S2__Q05481_S2__AF:A:B	93.4584
-	RBCK1	RBCK1	-	-	-	RBCK1	RBCK1	-	-	5Y3T:C:A	99.1409
-	RBCK1	RBCK1	-	-	-	MPP1	MPP1	-	-	Q6ZMZ0_S0__Q9NZW5_S0__AF:A:B	59.087
-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	7ANK:B:A	94.7499
-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	-	ACTN1	ACTN1	-	-	7ANK:B:A	94.7499
-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	-	MYOZ2	MYOZ2	-	-	7ANK:A:C	32.1765
-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	-	ACTN4_4_frame3	ACTN4_4_frame3	-	-	7ANK:A:B	93.2835
-	ACTN4_1_frame1	ACTN4_1_frame1	-	-	-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	7B55:A:B	20.3513
-	RARA_ORF2	RARA_ORF2	-	-	-	NR1H4	NR1H4	-	-	4NQA_AU:H:I	75.1764
-	RARA_ORF2	RARA_ORF2	-	-	-	RXRB_3_frame1	RXRB_3_frame1	-	-	4NQA_AU:H:I	74.8168
-	RARA_ORF2	RARA_ORF2	-	-	-	NR1D1	NR1D1	-	-	4NQA_AU:I:H	49.7087
-	RARA_ORF2	RARA_ORF2	-	-	-	RARB	RARB	-	-	4NQA_AU:H:I	75.1716
-	RARA_ORF2	RARA_ORF2	-	-	-	NR1H3	NR1H3	-	-	4NQA_AU:H:I	75.5206
-	EFEMP2	EFEMP2	-	-	-	NOTCH2NL	NOTCH2NL	-	-	Q92832_S2__Q99435_S2__AFMM2:A:B	65.3029
-	EFEMP2	EFEMP2	-	-	-	LAMB3_1_frame1	LAMB3_1_frame1	-	-	O00548_S0__Q04721_S2__AFMM2:B:A	55.4338
-	EFEMP2	EFEMP2	-	-	-	EFEMP2	EFEMP2	-	-	P35443_S2__P49747_S0__AF1:A:B	35.8053
-	EFEMP2	EFEMP2	-	-	-	PTK2	PTK2	-	-	P29320_S2__Q04721_S2__AFMM3:B:A	3.7873
-	EFEMP2	EFEMP2	-	-	-	LCK_2_frame1	LCK_2_frame1	-	-	P46531_S2__Q15375_S2__AFMM5:A:B	9.4929
-	EHMT2	EHMT2	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	3ZU7:B:A	48.5665
-	EHMT2	EHMT2	-	-	-	CAMK2D	CAMK2D	-	-	3ZU7:B:A	48.5665
-	EHMT2	EHMT2	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	2V5Q:D:A	27.5793
-	EHMT2	EHMT2	-	-	-	PLK4	PLK4	-	-	2V5Q:D:A	27.5793
-	EHMT2	EHMT2	-	-	-	BTRC_3_frame1	BTRC_3_frame1	-	-	6W5M:C:B	2.8764
-	PCBD1	PCBD1	-	-	-	PCBD1	PCBD1	-	-	P61457_S0__Q9H0N5_S0__AFMM2:A:B	39.8285
-	PCBD1	PCBD1	-	-	-	ZNF483	ZNF483	-	-	P0C7X2_S0__P61457_S0__AF1:B:A	7.9918
-	PCBD1	PCBD1	-	-	-	ZBTB7B	ZBTB7B	-	-	P0C7X2_S0__P61457_S0__AF1:B:A	7.9918
-	PCBD1	PCBD1	-	-	-	ZNF688_2_frame1	ZNF688_2_frame1	-	-	P0C7X2_S0__P61457_S0__AF1:B:A	9.2272
-	PCBD1	PCBD1	-	-	-	ZNF341_ORF2	ZNF341_ORF2	-	-	P0C7X2_S0__P61457_S0__AF1:B:A	7.9918
-	MCM7_2_frame1	MCM7_2_frame1	-	-	-	MCM7_1_frame1	MCM7_1_frame1	-	-	5V8F:7:3	36.3528
-	UCK1_3_frame1	UCK1_3_frame1	-	-	-	UCK1_3_frame1	UCK1_3_frame1	-	-	6PWZ_AU:H:B	58.5987
-	UCK1_3_frame1	UCK1_3_frame1	-	-	-	UCK1_1_frame1	UCK1_1_frame1	-	-	6N55:H:A	51.3105
-	UCK1_3_frame1	UCK1_3_frame1	-	-	-	UCK1_5_frame1	UCK1_5_frame1	-	-	6PWZ_AU:B:H	55.9884
-	UCK1_3_frame1	UCK1_3_frame1	-	-	-	UCK1	UCK1	-	-	6PWZ_AU:H:B	58.5987
-	GAD1_1_frame1	GAD1_1_frame1	-	-	-	GAD1_1_frame1	GAD1_1_frame1	-	-	Q05329_S0__Q99259_S0__AFMM2:B:A	298.215
-	CRX	CRX	-	-	-	CRX	CRX	-	-	9B8U_AU:C:B	48.7524
-	CRX	CRX	-	-	-	MEOX1	MEOX1	-	-	P14653_S0__P49639_S0__AFMM1:A:B	11.6272
-	CRX	CRX	-	-	-	MEOX2	MEOX2	-	-	P14653_S0__P49639_S0__AFMM1:A:B	11.6272
-	CRX	CRX	-	-	-	RHOXF2	RHOXF2	-	-	9B8U_AU:C:B	22.6747
-	CRX	CRX	-	-	-	DLX3	DLX3	-	-	P14653_S0__P49639_S0__AFMM1:A:B	11.6272
-	WWP2	WWP2	-	-	-	STK25_2_frame2	STK25_2_frame2	-	-	Q13188_S0__Q9H4B6_S0__AFMM3:B:A	62.1958
-	WWP2	WWP2	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	Q13188_S0__Q9H4B6_S0__AFMM3:B:A	94.0023
-	WWP2	WWP2	-	-	-	STK25_3_frame1	STK25_3_frame1	-	-	Q13188_S0__Q9H4B6_S0__AFMM3:B:A	43.3282
-	KRT40	KRT40	-	-	-	NEFL_2_frame1	NEFL_2_frame1	-	-	P07197_S0__P08670_S0__AFMM5:B:A	270.699
-	KRT40	KRT40	-	-	-	KRT19	KRT19	-	-	Q7Z3Y8_S0__Q9NSB2_S0__AFMM5:A:B	233.676
-	KRT40	KRT40	-	-	-	KRT18	KRT18	-	-	Q7Z3Y8_S0__Q8N1N4_S0__AFMM5:B:A	242.053
-	KRT40	KRT40	-	-	-	KRT15	KRT15	-	-	Q7Z3Y8_S0__Q9NSB2_S0__AFMM5:A:B	223.963
-	KRT40	KRT40	-	-	-	KRT33B	KRT33B	-	-	Q8N1N4_S0__Q92764_S0__AFMM2:A:B	269.957
-	RIN1_2_frame1	RIN1_2_frame1	-	-	-	NCK1_3_frame1	NCK1_3_frame1	-	-	O15524_S0__O75159_S0__AF:A:B	0.0
-	RIN1_2_frame1	RIN1_2_frame1	-	-	-	NCK2_1_frame1	NCK2_1_frame1	-	-	O14508_S0__O15524_S0__AF:B:A	0.0
-	SERPING1_1_frame1	SERPING1_1_frame1	-	-	-	SERPING1_1_frame1	SERPING1_1_frame1	-	-	5DUQ:B:A	35.4815
-	SERPING1_1_frame1	SERPING1_1_frame1	-	-	-	SERPING1_4_frame1	SERPING1_4_frame1	-	-	5DU3_AU:A:B	34.2776
-	SERPING1_1_frame1	SERPING1_1_frame1	-	-	-	CXCR3_1_frame1	CXCR3_1_frame1	-	-	P05155_S0__P32246_S0__AFMM5:A:B	16.4996
-	CRK_2_frame1	CRK_2_frame1	-	-	-	NCK2_1_frame1	NCK2_1_frame1	-	-	2K79:B:A	46.4572
-	CRK_2_frame1	CRK_2_frame1	-	-	-	NCK1_3_frame1	NCK1_3_frame1	-	-	4NWF_AU:A:B	35.0688
-	CRK_2_frame1	CRK_2_frame1	-	-	-	LCK_3_frame1	LCK_3_frame1	-	-	P09619_S2__P15498_S2__AFMM1:B:A	38.7826
-	CRK_2_frame1	CRK_2_frame1	-	-	-	PTK2	PTK2	-	-	P09619_S2__P15498_S2__AFMM1:B:A	29.2341
-	CRK_2_frame1	CRK_2_frame1	-	-	-	LCK_2_frame1	LCK_2_frame1	-	-	P46109_S0__Q07912_S0__AFMM2:A:B	23.6523
-	MYD88	MYD88	-	-	-	LCK_1_frame1	LCK_1_frame1	-	-	Q99836_S0__Q9NWZ3_S0__AFMM2:A:B	53.5849
-	MYD88	MYD88	-	-	-	LCK_3_frame1	LCK_3_frame1	-	-	Q99836_S0__Q9NWZ3_S0__AFMM2:A:B	53.7143
-	MYD88	MYD88	-	-	-	CDK20_1_frame1	CDK20_1_frame1	-	-	Q99836_S0__Q9NWZ3_S0__AFMM2:A:B	33.6448
-	MYD88	MYD88	-	-	-	CAMK2D	CAMK2D	-	-	Q99836_S0__Q9NWZ3_S0__AFMM2:A:B	55.1237
-	MYD88	MYD88	-	-	-	IRAK4_2_frame1	IRAK4_2_frame1	-	-	Q99836_S0__Q9NWZ3_S0__AFMM2:A:B	19.0149
-	ZYX	ZYX	-	-	-	CDK5_1_frame1	CDK5_1_frame1	-	-	Q15942_S0__Q9H2X6_S1__AF:A:B	19.2348
-	ZYX	ZYX	-	-	-	CDK5_2_frame1	CDK5_2_frame1	-	-	Q15942_S0__Q9H2X6_S1__AF:A:B	19.2348
-	ZYX	ZYX	-	-	-	CDX4	CDX4	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	ZYX	ZYX	-	-	-	MEOX1	MEOX1	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	ZYX	ZYX	-	-	-	DLX3	DLX3	-	-	Q00444_S0__Q969G2_S0__AF:B:A	0.4162
-	UCK1_1_frame1	UCK1_1_frame1	-	-	-	UCK1_3_frame1	UCK1_3_frame1	-	-	6N55:A:H	51.3105
-	UCK1_1_frame1	UCK1_1_frame1	-	-	-	UCK1_1_frame1	UCK1_1_frame1	-	-	6N55:C:A	51.4284
-	UCK1_1_frame1	UCK1_1_frame1	-	-	-	UCK1_5_frame1	UCK1_5_frame1	-	-	6N55:A:H	51.3105
-	UCK1_1_frame1	UCK1_1_frame1	-	-	-	UCK1	UCK1	-	-	6N55:A:H	51.3105
-	ZBTB7B	ZBTB7B	-	-	-	ZNF688_1_frame1	ZNF688_1_frame1	-	-	O14978_S0__P59923_S0__AFMM2:A:B	144.272
-	ZBTB7B	ZBTB7B	-	-	-	ZNF688_4_frame1	ZNF688_4_frame1	-	-	O14978_S0__P59923_S0__AFMM2:A:B	140.401
-	ZBTB7B	ZBTB7B	-	-	-	KLHL6	KLHL6	-	-	Q6TFL4_S0__Q8NCN2_S0__AF1:B:A	82.1754
-	ZBTB7B	ZBTB7B	-	-	-	FHL5	FHL5	-	-	Q7Z7K2_S0__Q9UII5_S0__AF:A:B	9.0224
-	ZBTB7B	ZBTB7B	-	-	-	ZKSCAN4_3_frame1	ZKSCAN4_3_frame1	-	-	O14978_S0__Q15776_S0__AFMM3:B:A	75.1479
-	TFDP2	TFDP2	-	-	-	E2F6_3_frame3	E2F6_3_frame3	-	-	Q01094_S0__Q14186_S0__AFMM1:B:A	252.565
-	TFDP2	TFDP2	-	-	-	E2F6_1_frame1	E2F6_1_frame1	-	-	Q01094_S0__Q14186_S0__AFMM1:B:A	255.026
-	TFDP2	TFDP2	-	-	-	TFDP2	TFDP2	-	-	Q14186_S0__Q14188_S0__AFMM3:B:A	116.187
-	TFDP2	TFDP2	-	-	-	TFDP1	TFDP1	-	-	Q14186_S0__Q14188_S0__AFMM3:A:B	116.99
-	TRIM2	TRIM2	-	-	-	TRIM2	TRIM2	-	-	5DIN:A:B	44.776
-	TRIM2	TRIM2	-	-	-	MID2	MID2	-	-	8AMS:D:C	29.1833
-	TRIM2	TRIM2	-	-	-	TRIM23	TRIM23	-	-	8AMS:D:C	34.2581
-	TRIM2	TRIM2	-	-	-	TRAF4	TRAF4	-	-	5DIN:A:B	42.4825
-	KLC3	KLC3	-	-	-	KLC3	KLC3	-	-	Q6P597_S0__Q9H0B6_S0__AFMM1:A:B	148.049
-	KLC3	KLC3	-	-	-	SGTA	SGTA	-	-	3KD7_AU:B:A	4.6184
-	KLC3	KLC3	-	-	-	RTN3	RTN3	-	-	Q16799_S0__Q6P597_S0__AFMM5:B:A	25.5634
-	KLC3	KLC3	-	-	-	KIFC3	KIFC3	-	-	O60282_S1__Q6P597_S0__AFMM5:B:A	46.1783
-	KLC3	KLC3	-	-	-	KIF9	KIF9	-	-	O60282_S1__Q6P597_S0__AFMM5:B:A	50.6304
-	RPGRIP1	RPGRIP1	-	-	-	CDK5_1_frame1	CDK5_1_frame1	-	-	Q68CZ1_S1__Q8NG66_S0__AFMM1:A:B	8.4138
-	RPGRIP1	RPGRIP1	-	-	-	TP53	TP53	-	-	P04637_S0__Q68CZ1_S2__AFMM2:B:A	16.074
-	KIFAP3	KIFAP3	-	-	-	KIFC3	KIFC3	-	-	O15066_S0__Q92845_S0__AFMM5:B:A	175.74
-	KIFAP3	KIFAP3	-	-	-	PSTPIP1	PSTPIP1	-	-	Q02779_S0__Q92845_S0__AF:B:A	1.3223
-	KIFAP3	KIFAP3	-	-	-	LCK_2_frame1	LCK_2_frame1	-	-	Q02779_S0__Q92845_S0__AF:B:A	1.3223
-	KIFAP3	KIFAP3	-	-	-	IRAK4_1_frame1	IRAK4_1_frame1	-	-	Q02779_S0__Q92845_S0__AF:B:A	1.3223
-	KIFAP3	KIFAP3	-	-	-	LCK_1_frame1	LCK_1_frame1	-	-	Q02779_S0__Q92845_S0__AF:B:A	1.3223
-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	4OKH:B:A	131.542
-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	-	CAPN3_2_frame2	CAPN3_2_frame2	-	-	P04632_S0__Q96L46_S0__AFMM1:B:A	93.022
-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	-	CAPN3_1_frame1	CAPN3_1_frame1	-	-	P04632_S0__Q96L46_S0__AFMM1:B:A	97.251
-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	-	STK25_2_frame2	STK25_2_frame2	-	-	P07384_S0__Q13177_S0__AF3:A:B	4.7923
-	CAPN3_7_frame1	CAPN3_7_frame1	-	-	-	STK25_1_frame1	STK25_1_frame1	-	-	P07384_S0__Q13177_S0__AF3:A:B	4.7923
-	RNF40_2_frame1	RNF40_2_frame1	-	-	-	WAC	WAC	-	-	Q5VTR2_S1__Q9BTA9_S0__AFMM2:A:B	86.5899
-	RNF40_2_frame1	RNF40_2_frame1	-	-	-	RNF40_2_frame1	RNF40_2_frame1	-	-	O75150_S1__Q5VTR2_S1__AFMM5:A:B	384.914
-	RNF40_2_frame1	RNF40_2_frame1	-	-	-	RNF40_1_frame1	RNF40_1_frame1	-	-	O75150_S1__Q5VTR2_S1__AFMM5:A:B	384.914
-	MKRN3	MKRN3	-	-	-	RARA_ORF1	RARA_ORF1	-	-	O75469_S0__Q9H000_S0__AFMM5:B:A	20.7261
-	MKRN3	MKRN3	-	-	-	RARA_ORF2	RARA_ORF2	-	-	O75469_S0__Q9H000_S0__AFMM5:B:A	20.7261
-	MKRN3	MKRN3	-	-	-	RXRB_3_frame1	RXRB_3_frame1	-	-	O75469_S0__Q9H000_S0__AFMM5:B:A	20.7261
-	MKRN3	MKRN3	-	-	-	NR1D1	NR1D1	-	-	O75469_S0__Q9H000_S0__AFMM5:B:A	20.7261
-	MKRN3	MKRN3	-	-	-	RARB	RARB	-	-	O75469_S0__Q9H000_S0__AFMM5:B:A	20.7261
-	BLZF1	BLZF1	-	-	-	THAP1	THAP1	-	-	Q9H2G9_S0__Q9NVV9_S0__AFMM4:A:B	25.4482
-	BMF	BMF	-	-	-	BCL2L1_2_frame1	BCL2L1_2_frame1	-	-	Q07817_S0__Q96LC9_S0__AFMM1:B:A	59.0624
-	BMF	BMF	-	-	-	BCL2L1_3_frame1	BCL2L1_3_frame1	-	-	Q07817_S0__Q96LC9_S0__AFMM1:B:A	48.2699
-	BMF	BMF	-	-	-	BCL2L1_1_frame1	BCL2L1_1_frame1	-	-	Q07817_S0__Q96LC9_S0__AFMM1:B:A	59.0624
-	VPS33B_1_frame1	VPS33B_1_frame1	-	-	-	VIPAR	VIPAR	-	-	Q9H267_S0__Q9H9C1_S0__AF4:A:B	67.0181
-	VPS33B_1_frame1	VPS33B_1_frame1	-	-	-	VPS33B_1_frame1	VPS33B_1_frame1	-	-	4BX8_AU:A:B	47.0402
-	VPS33B_1_frame1	VPS33B_1_frame1	-	-	-	PPFIBP2	PPFIBP2	-	-	Q86W92_S2__Q9H267_S0__AFMM5:B:A	52.9826
-	SLC30A2	SLC30A2	-	-	-	SLC30A2	SLC30A2	-	-	Q8IWU4_S0__Q99726_S0__AFMM5:B:A	118.788
